ImageId,BuildingId,PolygonWKT_Pix,PolygonWKT_Geo
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,19,"POLYGON ((495.21 456.02, 533.96 455.19, 534.09 461.20, 529.11 461.30, 529.16 464.30, 525.66 464.37, 525.79 469.94, 495.53 470.60, 495.21 456.02))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,20,"POLYGON ((249.30 428.98, 260.76 428.96, 260.75 427.22, 270.45 427.20, 270.46 429.86, 285.81 429.78, 285.87 446.47, 280.77 446.49, 280.77 448.09, 270.89 448.12, 270.90 450.67, 261.37 450.69, 261.36 448.87, 240.06 448.95, 240.04 439.50, 244.73 439.47, 244.71 434.36, 249.31 434.35, 249.30 428.98))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,21,"POLYGON ((390.62 430.41, 390.67 434.58, 396.75 434.50, 396.86 442.57, 391.50 442.64, 391.55 445.73, 356.20 446.21, 356.17 444.32, 353.04 444.36, 352.86 430.91, 390.62 430.41))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,22,"POLYGON ((539.21 426.62, 539.51 434.40, 536.74 436.29, 537.04 444.56, 488.42 446.32, 488.20 439.93, 473.88 440.45, 473.61 432.78, 486.33 432.32, 486.20 428.50, 539.21 426.62))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,23,"POLYGON ((122.07 447.48, 99.29 448.04, 99.17 443.00, 94.46 443.12, 94.13 429.59, 98.17 429.49, 98.05 424.76, 134.41 423.88, 121.78 435.35, 122.07 447.48))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,24,"POLYGON ((247.83 398.81, 260.34 398.82, 273.08 408.91, 279.65 400.66, 288.60 400.23, 289.60 421.94, 282.48 422.25, 282.56 423.96, 267.84 424.65, 267.31 423.44, 262.25 423.57, 261.81 424.56, 247.80 424.54, 247.83 398.81))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,25,"POLYGON ((97.74 412.74, 91.26 412.82, 91.13 401.14, 102.43 401.03, 102.46 403.47, 121.55 403.27, 121.62 411.18, 117.49 411.24, 117.57 418.89, 97.81 419.11, 97.74 412.74))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,26,"POLYGON ((339.61 404.74, 345.41 404.69, 345.36 399.07, 353.27 398.98, 353.29 400.38, 358.52 400.33, 358.49 397.11, 388.67 397.05, 388.75 422.56, 361.33 422.79, 361.29 418.06, 358.69 418.11, 358.73 421.75, 339.78 421.94, 339.61 404.74))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,27,"POLYGON ((503.15 398.21, 503.08 394.84, 528.47 394.28, 528.54 397.70, 535.65 397.54, 535.91 408.94, 538.61 408.87, 538.74 414.58, 535.37 416.95, 503.46 418.30, 503.24 413.42, 498.02 413.64, 492.06 409.66, 491.81 398.48, 503.15 398.21))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,28,"POLYGON ((263.51 371.77, 268.77 376.03, 272.19 371.84, 288.61 371.88, 288.57 386.82, 295.71 386.84, 295.68 393.75, 289.71 393.74, 289.69 395.72, 281.55 395.71, 280.57 394.42, 251.06 395.31, 250.38 373.17, 259.49 372.92, 263.51 371.77))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,29,"POLYGON ((97.36 385.49, 92.66 385.57, 92.46 373.45, 131.77 372.78, 132.10 393.11, 97.50 393.70, 97.36 385.49))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,30,"POLYGON ((343.40 369.49, 361.59 369.82, 361.60 368.78, 367.70 368.84, 367.70 370.02, 387.80 370.26, 387.53 393.78, 384.67 393.76, 384.69 391.98, 376.62 391.88, 374.43 394.64, 370.98 394.58, 371.02 392.00, 366.88 391.93, 365.52 393.67, 347.92 393.65, 347.93 387.46, 343.10 384.88, 343.40 369.49))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,31,"POLYGON ((532.56 368.49, 532.84 388.82, 520.25 388.99, 520.27 390.54, 507.71 390.73, 506.53 389.05, 492.43 389.23, 492.16 369.50, 494.95 369.48, 494.89 365.99, 508.52 365.80, 508.56 368.82, 532.56 368.49))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,32,"POLYGON ((97.45 361.31, 91.37 361.38, 91.24 350.26, 96.93 350.21, 96.90 347.81, 131.34 347.42, 131.57 367.90, 97.54 368.28, 97.45 361.31))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,33,"POLYGON ((252.35 345.62, 288.17 345.12, 288.43 364.70, 282.61 364.78, 282.66 367.44, 275.32 367.54, 275.36 369.78, 264.59 369.92, 264.56 367.97, 252.38 368.15, 250.17 366.36, 250.35 347.93, 252.35 345.62))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,34,"POLYGON ((365.76 344.43, 365.71 352.58, 372.18 352.59, 372.16 357.63, 373.74 357.66, 373.71 360.08, 379.03 360.12, 378.98 366.07, 359.90 365.93, 358.61 363.28, 353.27 363.33, 350.96 366.01, 344.12 365.96, 344.22 344.34, 365.76 344.43))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,35,"POLYGON ((498.04 347.75, 502.62 347.59, 502.51 344.78, 506.90 344.62, 506.99 347.48, 512.71 347.29, 512.60 344.36, 527.16 343.81, 527.53 353.86, 529.09 355.33, 529.28 362.23, 501.57 363.03, 500.04 362.09, 484.40 362.33, 484.32 356.47, 489.79 356.40, 489.67 347.88, 498.04 347.75))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,36,"POLYGON ((35.43 446.27, 24.87 446.32, 24.94 457.15, 0.00 457.28, 0.00 208.25, 25.54 208.12, 25.58 217.95, 34.24 217.91, 35.43 446.27))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,37,"POLYGON ((90.88 323.34, 97.65 323.51, 97.70 321.08, 130.41 321.85, 129.88 343.99, 99.12 343.29, 99.25 338.12, 90.53 337.92, 90.88 323.34))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,38,"POLYGON ((249.63 320.54, 260.16 320.51, 260.15 317.34, 269.07 317.33, 269.09 318.71, 275.04 318.69, 275.05 322.73, 284.30 322.69, 284.32 325.73, 286.64 325.72, 286.71 340.81, 249.69 340.93, 249.63 320.54))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,39,"POLYGON ((344.08 316.97, 350.06 316.88, 350.20 325.80, 369.42 325.53, 369.60 339.31, 357.76 339.46, 357.73 337.73, 353.77 337.79, 352.61 338.99, 344.38 339.12, 344.08 316.97))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,40,"POLYGON ((528.38 312.31, 528.84 326.21, 507.95 326.92, 506.49 329.23, 492.11 329.68, 491.89 323.29, 500.91 323.00, 500.59 313.24, 528.38 312.31))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,41,"POLYGON ((89.41 317.37, 89.51 303.07, 96.49 303.11, 96.53 296.19, 128.48 296.37, 128.39 309.69, 134.66 309.73, 138.02 314.17, 133.42 317.64, 89.41 317.37))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,42,"POLYGON ((235.45 290.06, 291.93 289.09, 292.32 312.99, 264.06 313.46, 264.00 309.85, 257.37 309.97, 257.40 311.81, 246.76 312.00, 246.80 314.21, 238.37 314.36, 238.17 303.03, 235.67 303.07, 235.45 290.06))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,43,"POLYGON ((343.98 289.25, 347.91 289.23, 347.95 294.30, 374.77 294.16, 374.83 310.26, 361.70 310.30, 361.70 307.80, 355.30 307.83, 355.31 311.22, 344.08 311.29, 343.98 289.25))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,44,"POLYGON ((495.10 284.88, 532.13 282.95, 533.46 308.03, 499.87 309.77, 499.26 307.52, 491.52 307.90, 490.72 291.98, 495.46 291.75, 495.10 284.88))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,45,"POLYGON ((89.13 288.05, 89.19 272.33, 99.61 275.06, 99.67 268.80, 118.23 268.97, 126.12 271.30, 126.05 288.17, 89.13 288.05))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,46,"POLYGON ((254.38 264.21, 285.51 263.52, 285.69 271.82, 291.91 271.69, 292.17 283.27, 276.46 283.62, 276.50 285.22, 264.31 285.49, 264.27 283.98, 233.45 284.65, 233.08 267.70, 249.01 267.34, 249.11 272.69, 254.56 272.57, 254.38 264.21))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,47,"POLYGON ((377.33 261.47, 377.37 263.73, 380.83 263.67, 381.17 281.88, 377.65 284.41, 362.95 285.81, 362.55 281.82, 358.85 282.16, 358.13 283.69, 353.97 283.42, 353.26 284.66, 347.13 284.73, 347.10 282.93, 343.10 282.99, 342.86 262.75, 347.34 262.70, 347.30 258.73, 354.67 258.65, 363.15 265.83, 371.90 265.80, 375.27 261.50, 377.33 261.47))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,48,"POLYGON ((501.48 260.32, 504.72 270.13, 504.94 279.54, 497.60 279.71, 497.66 281.92, 469.46 282.58, 468.96 261.06, 501.48 260.32))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,49,"POLYGON ((459.65 234.68, 459.72 249.22, 444.88 249.29, 444.80 234.75, 459.65 234.68))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,50,"POLYGON ((82.10 245.72, 82.60 193.36, 100.25 193.53, 100.18 200.26, 108.05 200.33, 107.72 232.81, 82.10 245.72))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,51,"POLYGON ((225.69 239.66, 226.24 195.40, 243.06 195.62, 242.70 222.86, 239.18 222.82, 238.97 239.83, 225.69 239.66))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,52,"POLYGON ((383.48 188.61, 384.35 241.73, 362.06 242.10, 361.16 188.98, 383.48 188.61))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,53,"POLYGON ((252.59 191.84, 274.84 192.01, 274.77 202.29, 270.49 207.95, 276.32 207.86, 276.41 213.54, 274.24 213.58, 274.42 225.36, 263.30 225.51, 263.41 232.94, 255.00 233.07, 254.89 225.30, 252.78 225.34, 252.51 201.75, 252.59 191.84))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,54,"POLYGON ((197.82 196.02, 204.96 196.01, 213.83 205.13, 213.82 211.48, 220.76 211.48, 220.76 219.36, 210.39 219.36, 210.40 226.80, 197.81 226.81, 197.82 196.02))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,55,"POLYGON ((454.61 194.99, 456.55 193.34, 462.15 193.31, 463.70 195.86, 463.89 216.21, 462.13 216.22, 462.21 226.91, 445.16 227.08, 444.88 195.08, 454.61 194.99))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,56,"POLYGON ((142.83 205.39, 142.86 196.00, 153.04 196.03, 165.60 204.81, 165.12 222.49, 142.83 205.39))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,57,"POLYGON ((521.20 191.89, 527.21 193.33, 530.17 197.23, 536.26 197.05, 536.35 200.51, 538.72 200.45, 539.00 211.34, 536.48 211.41, 536.87 226.00, 523.72 226.34, 523.49 218.42, 520.74 217.27, 521.20 191.89))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,58,"POLYGON ((413.11 195.40, 432.41 194.80, 433.12 217.27, 423.13 217.57, 423.25 221.47, 413.93 221.78, 413.11 195.40))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,59,"POLYGON ((355.87 192.40, 356.02 217.15, 353.71 217.16, 353.75 222.31, 341.01 222.39, 340.98 216.85, 332.68 216.90, 332.52 192.56, 355.87 192.40))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,60,"POLYGON ((512.19 195.36, 512.20 198.82, 514.30 198.81, 514.42 213.55, 514.34 218.59, 507.22 218.48, 507.17 222.43, 494.17 222.23, 494.19 220.88, 493.91 191.76, 504.99 191.66, 505.03 195.41, 512.19 195.36))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,61,"POLYGON ((410.26 191.26, 410.56 220.20, 386.83 220.45, 386.52 191.80, 388.82 191.76, 388.79 188.45, 399.10 188.35, 399.14 191.39, 410.26 191.26))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,62,"POLYGON ((123.68 201.24, 123.18 194.06, 138.41 193.00, 139.25 204.88, 129.57 205.55, 123.68 201.24))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,63,"POLYGON ((77.04 122.98, 76.61 99.75, 81.08 99.68, 80.98 94.40, 90.97 94.24, 90.94 92.24, 115.86 91.78, 115.95 97.55, 130.67 97.28, 131.10 121.42, 116.75 121.68, 116.98 134.30, 92.32 134.76, 92.10 122.71, 77.04 122.98))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,64,"POLYGON ((481.05 96.17, 482.94 118.61, 481.88 121.61, 470.65 122.37, 470.83 125.02, 467.13 126.12, 462.61 126.32, 462.53 124.64, 453.49 125.05, 452.33 97.02, 467.87 96.49, 471.19 99.31, 474.93 98.99, 474.74 96.73, 481.05 96.17))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,65,"POLYGON ((354.89 96.58, 355.88 109.67, 357.02 122.54, 346.94 123.42, 342.94 122.12, 334.86 122.42, 334.50 112.59, 333.73 97.87, 346.05 97.25, 354.89 96.58))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,66,"POLYGON ((320.92 103.50, 314.09 95.33, 323.58 95.31, 323.63 123.30, 314.08 123.32, 314.06 118.24, 303.98 118.28, 303.95 98.25, 313.47 109.66, 320.92 103.50))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,67,"POLYGON ((399.64 120.21, 398.42 118.73, 398.36 112.27, 394.34 112.31, 394.14 89.93, 417.68 89.73, 417.92 118.90, 409.32 118.98, 409.37 123.84, 399.68 123.93, 399.64 120.21))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,68,"POLYGON ((486.66 93.61, 501.42 93.28, 501.27 86.62, 519.21 86.23, 519.38 93.51, 534.59 93.18, 535.27 124.89, 517.17 125.26, 516.72 104.16, 504.42 104.43, 504.89 125.93, 487.36 126.31, 486.66 93.61))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,69,"POLYGON ((372.83 92.61, 372.82 89.84, 388.11 89.76, 388.30 118.90, 384.63 118.92, 384.65 122.08, 365.59 122.19, 365.42 92.67, 372.83 92.61))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,70,"POLYGON ((424.82 65.73, 442.00 65.65, 442.10 83.20, 443.02 85.87, 446.84 90.48, 447.20 117.42, 425.07 117.60, 424.82 65.73))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,71,"POLYGON ((448.15 51.02, 459.00 50.90, 459.19 67.18, 470.90 67.04, 471.05 79.89, 448.49 80.16, 448.15 51.02))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,72,"POLYGON ((299.91 57.58, 324.00 57.98, 323.81 69.44, 320.85 71.98, 299.67 71.64, 299.91 57.58))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,73,"POLYGON ((505.26 42.57, 505.45 49.84, 509.80 49.73, 510.31 68.63, 509.15 71.88, 495.97 72.24, 495.39 50.72, 482.08 51.08, 481.88 43.19, 505.26 42.57))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,74,"POLYGON ((243.32 25.68, 279.45 24.80, 280.35 60.63, 298.51 60.19, 298.68 71.15, 298.34 75.29, 244.59 76.73, 243.32 25.68))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,75,"POLYGON ((339.79 59.07, 339.81 38.73, 337.03 38.74, 337.04 26.33, 357.72 26.36, 357.67 56.41, 348.10 56.39, 348.09 59.06, 339.79 59.07))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,76,"POLYGON ((619.70 835.87, 628.07 837.52, 628.03 840.99, 624.91 845.51, 625.02 849.48, 632.77 856.34, 632.18 862.28, 609.05 861.63, 609.22 848.64, 602.96 847.80, 602.79 841.12, 605.39 840.57, 605.27 835.86, 619.70 835.87))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,77,"POLYGON ((851.09 832.13, 851.95 852.16, 822.67 853.42, 822.55 850.75, 815.16 851.08, 815.48 858.62, 802.15 859.20, 801.06 834.30, 851.09 832.13))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,78,"POLYGON ((725.63 836.69, 727.87 836.61, 731.13 838.64, 735.30 840.00, 749.14 838.98, 751.77 837.58, 752.28 849.60, 729.74 850.57, 729.62 847.96, 726.10 848.11, 725.63 836.69))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,79,"POLYGON ((796.61 813.10, 796.64 829.33, 730.19 829.39, 730.18 813.16, 796.61 813.10))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,80,"POLYGON ((850.06 805.90, 850.67 828.24, 834.53 828.67, 834.58 830.27, 826.41 830.50, 825.74 806.57, 850.06 805.90))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,81,"POLYGON ((632.10 808.01, 632.81 822.93, 625.67 826.44, 590.28 827.32, 590.12 821.02, 586.75 821.11, 600.91 809.49, 632.10 808.01))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,82,"POLYGON ((698.05 806.54, 698.22 816.86, 668.32 817.34, 668.15 807.02, 698.05 806.54))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,83,"POLYGON ((666.96 786.54, 698.87 785.90, 699.18 801.68, 667.27 802.31, 666.96 786.54))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,84,"POLYGON ((587.54 799.78, 586.83 776.53, 612.06 775.80, 612.15 779.02, 620.26 778.79, 620.16 774.86, 623.77 774.77, 624.20 791.43, 622.13 791.48, 622.69 796.86, 613.89 797.15, 613.71 798.78, 587.54 799.78))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,85,"POLYGON ((850.04 778.04, 850.43 793.50, 838.59 792.32, 831.45 790.53, 823.40 791.33, 822.72 779.72, 832.80 779.59, 837.10 778.13, 850.04 778.04))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,86,"POLYGON ((900.00 792.58, 870.59 792.32, 870.69 783.66, 876.48 783.74, 876.58 773.94, 900.00 774.24, 900.00 792.58))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,87,"POLYGON ((795.36 771.58, 795.63 788.67, 729.60 789.69, 729.35 772.60, 795.36 771.58))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,88,"POLYGON ((650.54 774.44, 659.23 774.26, 659.18 771.69, 672.93 771.40, 672.97 773.44, 702.13 772.81, 702.30 780.02, 700.11 780.07, 700.18 783.38, 676.48 783.88, 676.50 785.36, 661.98 785.56, 662.04 783.91, 650.75 784.16, 650.54 774.44))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,89,"POLYGON ((587.80 743.41, 613.52 742.91, 613.58 745.81, 622.08 745.64, 622.21 751.25, 624.67 751.19, 624.74 757.41, 622.60 759.35, 619.65 760.73, 618.95 759.22, 616.74 759.30, 616.79 761.12, 611.73 761.27, 611.94 768.76, 600.44 769.13, 600.11 768.18, 588.29 768.41, 587.80 743.41))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,90,"POLYGON ((694.84 746.27, 695.85 763.36, 676.52 764.52, 676.37 762.15, 668.09 762.65, 667.20 747.91, 694.84 746.27))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,91,"POLYGON ((900.00 751.01, 870.35 751.55, 870.11 738.68, 900.00 738.11, 900.00 751.01))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,92,"POLYGON ((662.69 722.61, 696.23 721.57, 696.71 736.96, 663.16 738.00, 662.69 722.61))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,93,"POLYGON ((900.00 733.42, 870.44 733.50, 870.41 721.18, 900.00 721.12, 900.00 733.42))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,94,"POLYGON ((728.95 717.36, 767.56 716.17, 767.69 720.32, 773.99 720.14, 774.43 734.58, 729.52 735.93, 728.95 717.36))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,95,"POLYGON ((700.41 709.74, 701.62 717.10, 666.22 717.65, 665.88 710.96, 700.41 709.74))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,96,"POLYGON ((899.74 705.80, 900.00 713.14, 900.00 718.21, 869.89 719.11, 869.41 706.18, 899.74 705.80))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,97,"POLYGON ((759.82 689.53, 733.86 690.26, 733.44 675.02, 749.57 674.57, 749.34 666.16, 759.16 665.89, 759.82 689.53))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,98,"POLYGON ((811.13 634.66, 822.52 634.41, 833.86 633.99, 835.77 689.21, 812.13 689.68, 811.13 634.66))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,99,"POLYGON ((889.46 628.13, 858.95 628.93, 857.70 580.77, 900.00 579.66, 900.00 705.27, 899.72 705.27, 890.58 705.39, 889.46 628.13))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,100,"POLYGON ((601.17 415.38, 601.12 413.47, 609.61 413.25, 609.65 415.03, 638.33 414.14, 638.08 412.24, 646.22 412.25, 646.40 414.42, 659.36 414.33, 660.32 433.27, 655.73 433.21, 646.79 433.19, 646.98 436.94, 659.53 436.95, 660.57 455.30, 646.46 455.33, 646.52 457.62, 638.89 457.97, 638.83 455.68, 610.40 456.65, 610.45 458.45, 602.26 458.84, 602.13 457.35, 589.11 457.93, 588.79 438.67, 602.04 437.93, 601.95 434.18, 588.68 434.43, 588.85 415.65, 601.17 415.38), (610.81 433.60, 610.75 437.75, 639.11 437.36, 638.93 433.19, 610.81 433.60))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,101,"POLYGON ((616.49 367.73, 616.68 373.78, 613.42 373.86, 613.79 385.46, 576.87 386.63, 576.60 378.27, 580.56 378.14, 580.27 368.87, 616.49 367.73))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,102,"POLYGON ((578.40 347.12, 613.85 345.11, 614.09 349.36, 617.18 349.20, 617.72 358.55, 613.57 358.77, 613.83 363.02, 579.43 364.99, 578.40 347.12))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,103,"POLYGON ((740.90 338.97, 760.24 338.24, 761.26 367.98, 747.44 368.40, 747.60 373.79, 739.39 374.04, 739.34 372.09, 734.76 372.23, 734.65 368.59, 727.44 368.82, 726.08 330.10, 740.55 329.55, 740.90 338.97))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,104,"POLYGON ((822.06 329.02, 841.27 328.35, 841.99 349.20, 809.61 350.34, 808.69 323.92, 821.86 323.45, 822.06 329.02))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,105,"POLYGON ((591.99 331.24, 598.52 331.16, 598.40 322.82, 622.32 322.47, 622.53 337.07, 592.08 337.52, 591.99 331.24))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,106,"POLYGON ((805.59 293.21, 851.59 292.75, 851.76 308.02, 848.48 308.05, 848.45 305.44, 805.73 305.86, 805.59 293.21))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,107,"POLYGON ((618.77 273.39, 618.82 291.42, 586.69 291.53, 586.64 273.50, 618.77 273.39))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,108,"POLYGON ((619.29 271.36, 638.49 271.09, 638.54 274.97, 654.07 274.75, 654.26 288.76, 622.77 289.18, 622.78 291.16, 619.56 291.20, 619.29 271.36))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,109,"POLYGON ((755.60 262.64, 755.71 269.71, 762.05 269.62, 762.12 274.86, 720.46 275.50, 720.28 263.18, 755.60 262.64))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,110,"POLYGON ((832.70 258.65, 833.30 278.50, 806.31 279.32, 806.26 277.41, 802.67 277.53, 802.18 261.31, 804.77 261.22, 804.71 259.52, 832.70 258.65))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,111,"POLYGON ((615.49 250.35, 616.33 253.34, 616.37 259.25, 574.72 259.80, 574.54 249.02, 598.39 248.58, 598.42 250.65, 615.49 250.35))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,112,"POLYGON ((637.66 244.23, 637.78 251.15, 619.75 251.46, 619.63 244.51, 637.66 244.23))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,113,"POLYGON ((724.68 235.06, 753.03 234.55, 753.09 237.55, 757.89 237.47, 758.22 256.98, 754.28 258.79, 725.09 259.29, 724.68 235.06))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,114,"POLYGON ((837.17 236.20, 837.85 248.19, 834.36 251.68, 832.92 256.97, 806.37 256.94, 804.96 252.58, 802.73 248.93, 802.00 238.41, 837.17 236.20))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,115,"POLYGON ((634.12 216.93, 634.32 228.95, 614.99 229.27, 614.79 217.22, 634.12 216.93))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,116,"POLYGON ((580.62 244.53, 580.89 183.30, 602.21 183.47, 601.72 244.57, 580.62 244.53))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,117,"POLYGON ((644.54 183.94, 644.47 178.46, 664.21 178.22, 664.45 198.64, 660.11 198.68, 660.18 204.14, 641.13 204.38, 640.88 183.99, 644.54 183.94))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,118,"POLYGON ((827.68 178.08, 827.68 194.15, 822.08 194.16, 822.08 198.47, 815.11 198.47, 814.14 197.65, 804.68 197.63, 804.74 178.60, 813.84 178.61, 815.10 180.18, 819.85 180.17, 819.85 178.08, 827.68 178.08))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,119,"POLYGON ((610.40 180.15, 617.71 180.41, 617.83 176.96, 623.65 177.17, 623.56 180.10, 635.99 180.52, 635.35 196.58, 609.77 195.44, 610.40 180.15))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,120,"POLYGON ((830.04 115.98, 830.11 111.60, 851.48 111.99, 852.84 116.77, 853.07 122.72, 836.94 123.37, 830.12 123.52, 824.39 123.56, 824.36 119.63, 824.43 115.88, 830.04 115.98))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,121,"POLYGON ((798.81 114.47, 798.55 106.44, 820.28 105.71, 820.82 121.63, 812.98 121.90, 813.04 124.07, 805.66 124.30, 805.62 122.46, 794.69 122.81, 794.42 114.60, 798.81 114.47))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,122,"POLYGON ((900.00 122.85, 889.76 122.69, 890.01 99.20, 900.00 99.25, 900.00 122.85))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,123,"POLYGON ((867.18 99.42, 867.03 93.70, 878.72 93.45, 879.19 114.01, 879.25 122.87, 872.21 122.91, 872.23 127.57, 865.13 127.62, 865.11 122.25, 858.01 122.28, 857.94 107.14, 865.10 99.45, 867.18 99.42))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,124,"POLYGON ((539.31 886.87, 539.64 892.39, 536.42 892.58, 536.83 900.00, 509.41 900.00, 509.30 897.96, 528.81 896.86, 530.84 892.24, 530.94 887.35, 539.31 886.87))",1
Atlanta_nadir8_catid_10300100023BC100_743501_3738639,125,"POLYGON ((317.22 874.30, 329.72 899.84, 329.39 900.00, 265.51 900.00, 265.26 899.49, 317.22 874.30))",1
